"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"107","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171728","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"108","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171724","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"109","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171727","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"110","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182254","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"111","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182255","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"112","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182258","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"113","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182259","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"114","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182263","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"115","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182264","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"116","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/183845","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"117","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182257","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"118","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/187588","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"119","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/187595","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"120","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171619","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"121","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171622","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"122","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171626","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"123","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171624","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"124","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171625","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"125","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/187362","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"126","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/186926","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"127","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/186942","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"128","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/187363","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"129","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/187364","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"130","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/187365","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"131","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/186925","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"132","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/186924","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"133","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184343","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"134","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184543","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"135","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/186921","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"136","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/186922","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"137","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184472","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"138","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184544","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"139","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/186923","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"140","West Bengal","Construction of stadiums","WS/MP18272/2026-2027/222318","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","KALIPADA SAREN","JHARGRAM(ST)","17-Aug-2026","RAJAT SUBHRA MANDAL","Payment In-Progress","4881631"
"141","Odisha","Construction of community centers and community halls","WS/MP300/2025-2026/226393","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Smt Aparajita Sarangi","BHUBANESWAR","25-Aug-2026","MEMBER SECY OB AND OC WWB BBSR","Payment In-Progress","7000"
"142","Odisha","Construction of public irrigation facilities","WS/MP18150/2026-2027/272770","SAMBALPUR(DISTRICT COLLECTOR SAMBALPUR_IDA)","DHARMENDRA PRADHAN","SAMBALPUR","25-Aug-2026","MEMBER SECY OB AND OC WWB BBSR","Payment In-Progress","7000"
"143","Odisha","Construction of public irrigation facilities","WS/MP18150/2026-2027/272840","SAMBALPUR(DISTRICT COLLECTOR SAMBALPUR_IDA)","DHARMENDRA PRADHAN","SAMBALPUR","21-Aug-2026","MEMBER SECY OB AND OC WWB BBSR","Payment In-Progress","7000"
"144","Kerala","Purchase of vans and buses for educational institutions","WS/MP18305/2026-2027/302713","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","E.T. MOHAMMED BASHEER","MALAPPURAM","24-Aug-2026","SML ISUZU LTD","Payment In-Progress","1768000"
"145","Jharkhand","Providing drains and gutters for public drainage","WS/MP18072/2025-2026/226948","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","DULU MAHATO","DHANBAD","27-Aug-2026","SABBIR ANSARI","Payment In-Progress","375000"
"146","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP18072/2025-2026/225052","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","DULU MAHATO","DHANBAD","27-Aug-2026","SABBIR ANSARI","Payment In-Progress","244000"
"147","Punjab","Purchase of mobile water tankers","WS/MP18311/2026-2027/287163","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","10-Aug-2026","DASHMESH ENGG WORKS","Payment In-Progress","350000"
"148","Karnataka","Construction of community centers and community halls","WS/MP18086/2026-2027/292888","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","SHREYAS. M. PATEL","HASSAN","24-Aug-2026","KRIDL BHUSIRI ACCOUNT WORKS","Payment In-Progress","750000"
"149","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18350/2025-2026/182265","BOUDH(District Collector Boudh_IDA)","SUKANTA KUMAR PANIGRAHI","KANDHAMAL","17-Aug-2026","MEMBER SECY OB AND OC WWB BBSR","Payment In-Progress","3000"
"150","Karnataka","Installing tube-wells and borewells","WS/MP18093/2026-2027/217130","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","V. SOMANNA","TUMKUR","27-Jul-2026","KRIDL BHUSIRI ACCOUNT WORKS","Payment In-Progress","375000"
"151","Karnataka","Construction of community centers and community halls","WS/MP18093/2026-2027/228510","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","V. SOMANNA","TUMKUR","02-Jul-2026","KRIDL BHUSIRI ACCOUNT WORKS","Payment In-Progress","750000"
"152","Tamil Nadu","Lighting of public spaces","WS/MP746/2026-2027/232927","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Kani K Navas","RAMANATHAPURAM","28-Aug-2026","FPLUS ENTERPRISES","Payment In-Progress","430000"
"153","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/256967","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","26-Aug-2026","Sidhu Cement Store Fatehgarh Channa","Payment In-Progress","44630"
"154","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/256967","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","26-Aug-2026","Sidhu Cement Store Fatehgarh Channa","Payment In-Progress","17920"
"155","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP856/2025-2026/231387","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","Rajnath Singh","LUCKNOW","08-Aug-2026","MRK CONSTRUCTIONS","Payment In-Progress","133800"
"156","Karnataka","Construction of buildings for training institutions","WS/MP18093/2026-2027/217128","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","V. SOMANNA","TUMKUR","05-Aug-2026","KRIDL BHUSIRI ACCOUNT WORKS","Payment In-Progress","750000"
"157","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184339","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"158","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184342","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"159","Punjab","Construction of rooms and halls in school and colleges","WS/MP381/2026-2027/275251","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Gurjeet Singh Aujla","AMRITSAR","25-Aug-2026","SURINDER TRADERS","Payment In-Progress","495474"
"160","Punjab","Construction of rooms and halls in school and colleges","WS/MP381/2026-2027/275258","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Gurjeet Singh Aujla","AMRITSAR","25-Aug-2026","SURINDER TRADERS","Payment In-Progress","498148"
"161","Jharkhand","Installing tube-wells and borewells","WS/MP334/2025-2026/223476","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","26-Aug-2026","JUNIOR ENGINEER RDSD BOKARO","Payment In-Progress","70000"
"162","Jharkhand","Installing tube-wells and borewells","WS/MP334/2025-2026/223481","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","26-Aug-2026","JUNIOR ENGINEER RDSD BOKARO","Payment In-Progress","25000"
"163","Jharkhand","Installing tube-wells and borewells","WS/MP334/2025-2026/211258","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","26-Aug-2026","JUNIOR ENGINEER RDSD BOKARO","Payment In-Progress","25000"
"164","Jharkhand","Construction of public staircase/ stair ghat for public convenience","WS/MP334/2025-2026/211607","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","26-Aug-2026","JUNIOR ENGINEER RDSD BOKARO","Payment In-Progress","25000"
"165","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP494/2025-2026/226499","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Prof SP Singh Baghel","AGRA(SC)","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","979484"
"166","Tamil Nadu","Lighting of public spaces","WS/MP18179/2026-2027/245271","Mayiladuthurai(District Collector Mayiladuthurai_IDA)","SUDHA R","MAYILADUTHURAI","24-Aug-2026","SRI SAI ENTERPRISES","Payment In-Progress","900000"
"167","Tamil Nadu","Construction of community centers and community halls","WS/MP017/2025-2026/257980","THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA)","S. Jagathrakshakan","ARAKKONAM","27-Aug-2026","Raveendhra G","Payment In-Progress","1599822"
"168","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/256967","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","26-Aug-2026","Dhanaula BKO","Payment In-Progress","6560"
"169","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP494/2025-2026/226479","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Prof SP Singh Baghel","AGRA(SC)","26-Aug-2026","SAI ENTERPRISES","Payment In-Progress","665840"
"170","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18082/2025-2026/187502","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","GOVIND MAKTHAPPA KARJOL","CHITRADURGA(SC)","10-Aug-2026","KRIDL BHUSIRI ACCOUNT WORKS","Payment In-Progress","250000"
"171","Punjab","Purchase of mobile water tankers","WS/MP18311/2026-2027/280988","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","28-Aug-2026","DASHMESH ENGG WORKS","Payment In-Progress","350000"
"172","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP494/2025-2026/226492","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Prof SP Singh Baghel","AGRA(SC)","26-Aug-2026","SAI ENTERPRISES","Payment In-Progress","556999"
"173","Karnataka","Setting up of laboratories","WS/MP18078/2026-2027/248997","BALLARI(DEPUTY COMMISSIONER BELLARY_IDA)","E. TUKARAM","BELLARY(ST)","24-Aug-2026","Bellary Nirmithi Kendra Bellary","Payment In-Progress","1125000"
"174","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP746/2025-2026/212906","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Kani K Navas","RAMANATHAPURAM","01-Apr-2026","Nava India Pathipagam","Payment In-Progress","500000"
"175","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP417/2025-2026/215032","NALANDA(DISTRICT PLANNING OFFICER NALANDA_IDA)","Kaushalendra Kumar","NALANDA","29-Aug-2026","ADARSH KUMAR","Payment In-Progress","296919"
"176","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP417/2025-2026/222071","NALANDA(DISTRICT PLANNING OFFICER NALANDA_IDA)","Kaushalendra Kumar","NALANDA","27-Aug-2026","simpi","Payment In-Progress","395705"
"177","Tamil Nadu","Street lights","WS/MP18177/2025-2026/156784","TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA)","K E PRAKASH","ERODE","16-Apr-2026","QUALITTY ENTERPRISES","Payment In-Progress","400000"
"178","Andhra Pradesh","Setting up public non-conventional energy plants","WS/MP522/2025-2026/260876","SRIKAKULAM(District Collector Srikakulam_IDA)","Kinjarapu Ram Mohan Naidu","SRIKAKULAM","13-Aug-2026","VIRAT MODY SOLAR SITY","Payment In-Progress","888865"
"179","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/256967","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","26-Aug-2026","BHAGWATI STEELS","Payment In-Progress","240226"
"180","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/256967","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","26-Aug-2026","Karan Intelock Tiles","Payment In-Progress","34380"
"181","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/256967","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","26-Aug-2026","Karan Intelock Tiles","Payment In-Progress","21201"
"182","Uttarakhand","Construction of footpaths and pedestrian ways","WS/MP477/2026-2027/274283","ALMORA(DISTRICT MAGISTRATE ALMORA_IDA)","Ajay Tamta","ALMORA(SC)","27-Aug-2026","bdo lamgara royalty","Payment In-Progress","11058"
"183","Madhya Pradesh","Construction of community centers and community halls","WS/MP641/2026-2027/258152","Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA)","Gajendra Singh Patel","KHARGONE(ST)","24-Apr-2026","cmobistan","Payment In-Progress","150000"
"184","Uttar Pradesh","Lighting of public spaces","WS/MP18346/2024-2025/172316","RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA)","RAHUL GANDHI","RAE BARELI","23-Jan-2026","Exajoule PVT LTD","Payment In-Progress","158500"
"185","Punjab","Installing tube-wells and borewells","WS/MP18158/2026-2027/261347","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","26-Aug-2026","SHAM LAL BAL MUKAND","Payment In-Progress","86730"
"186","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP18179/2026-2027/245281","Mayiladuthurai(District Collector Mayiladuthurai_IDA)","SUDHA R","MAYILADUTHURAI","13-Aug-2026","Jothiprakash V","Payment In-Progress","595689"
"187","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP494/2025-2026/226497","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Prof SP Singh Baghel","AGRA(SC)","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","287553"
"188","Uttar Pradesh","Installing community drinking water plants","WS/MP494/2025-2026/226500","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Prof SP Singh Baghel","AGRA(SC)","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","66175"
"189","Uttar Pradesh","Installing community drinking water plants","WS/MP494/2025-2026/226507","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Prof SP Singh Baghel","AGRA(SC)","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","65762"
"190","Uttar Pradesh","Installing community drinking water plants","WS/MP494/2025-2026/226509","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Prof SP Singh Baghel","AGRA(SC)","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","66077"
"191","Uttar Pradesh","Installing community drinking water plants","WS/MP494/2025-2026/226510","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Prof SP Singh Baghel","AGRA(SC)","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","66054"
"192","Uttar Pradesh","Installing community drinking water plants","WS/MP494/2025-2026/226502","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Prof SP Singh Baghel","AGRA(SC)","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","66175"
"193","Uttar Pradesh","Installing community drinking water plants","WS/MP494/2025-2026/226503","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Prof SP Singh Baghel","AGRA(SC)","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","66175"
"194","Uttar Pradesh","Installing community drinking water plants","WS/MP494/2025-2026/226504","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Prof SP Singh Baghel","AGRA(SC)","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","66175"
"195","Uttar Pradesh","Installing community drinking water plants","WS/MP494/2025-2026/226505","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Prof SP Singh Baghel","AGRA(SC)","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","66175"
"196","Uttar Pradesh","Installing community drinking water plants","WS/MP494/2025-2026/226501","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","Prof SP Singh Baghel","AGRA(SC)","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","66175"
"197","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/203943","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","21-Aug-2026","JR INDUSTRIES","Payment In-Progress","30492"
"198","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/203943","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","21-Aug-2026","JR INDUSTRIES","Payment In-Progress","40356"
"199","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/203943","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","21-Aug-2026","JR INDUSTRIES","Payment In-Progress","38104"
"200","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/203943","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","21-Aug-2026","JR INDUSTRIES","Payment In-Progress","38104"
"201","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/203944","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","21-Aug-2026","JR INDUSTRIES","Payment In-Progress","49488"
"202","Madhya Pradesh","Purchase of books and periodicals for libraries/digitization of library books","WS/MP444/2026-2027/254267","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Durga Das Uikey","BETUL(ST)","27-Jul-2026","PRATIBHA PRATISHTHAN","Payment In-Progress","1999844"
